purchase_id,customer_id,product_id,category,purchased_at,quantity,rating,review,is_holdout
O0743,C0037,P0015,Cosmetics,2025-11-14,1,4,포장 상태 깔끔하게 잘 왔습니다. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 순하게 잘 맞아서 두 번째 구매입니다.,0
O0744,C0272,P0210,PC_Peripherals,2025-11-14,1,5,,1
O0745,C0276,P0230,PC_Peripherals,2025-11-14,1,4,반응속도 빠르고 연결도 안정적이에요.,1
O0746,C0024,P0029,Cosmetics,2025-11-15,1,2,모공에는 전혀 변화가 없네요. 민감성 피부에는 좀 자극이 있었어요. 쓰고 나서 오히려 트러블이 올라왔습니다.,0
O0747,C0040,P0230,PC_Peripherals,2025-11-15,1,5,가벼워서 장시간 써도 부담 없습니다. 타건소음 때문에 바꿨는데 아주 만족합니다. 반응속도 빠르고 연결도 안정적이에요.,0
O0748,C0255,P0084,Cosmetics,2025-11-15,2,4,미백 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 포장 상태 깔끔하게 잘 왔습니다. 😆,0
O0749,C0089,P0345,PC_Peripherals,2025-11-16,1,4,반응속도 빠르고 연결도 안정적이에요. 포장 상태 깔끔하게 잘 왔습니다. 다음엔 다른 라인도 사보려고요.,0
O0750,C0128,P0345,PC_Peripherals,2025-11-16,1,3,손땀은 좀 나아졌는데 마감이 아쉽습니다. 기능은 무난한데 특별할 건 없어요. 테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요.,0
O0751,C0159,P0430,Healthwear,2025-11-16,1,4,워킹화로 매일 신고 있는데 발이 안 피곤해요. 재구매 의사 있습니다.,0
O0752,C0047,P0038,Cosmetics,2025-11-17,2,4,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 다음엔 다른 라인도 사보려고요.,0
O0753,C0096,P0172,Cosmetics,2025-11-17,2,3,잡티 개선은 아직 잘 모르겠는데 발림성은 좋습니다.,0
O0754,C0115,P0128,Cosmetics,2025-11-17,2,4,순하게 잘 맞아서 두 번째 구매입니다. 알부틴 들어간 제품 찾고 있었는데 딱이네요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 🥰,0
O0755,C0263,P0173,Cosmetics,2025-11-17,1,5,순하게 잘 맞아서 두 번째 구매입니다.,0
O0756,C0283,P0037,Cosmetics,2025-11-17,2,5,순하게 잘 맞아서 두 번째 구매입니다. 복합성 피부인데 자극 없이 잘 맞았어요.,0
O0757,C0089,P0066,Cosmetics,2025-11-18,1,4,배송 빠르고 포장도 꼼꼼해서 좋았어요. 발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 미백 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요.,0
O0758,C0275,P0578,Healthwear,2025-11-18,1,5,,0
O0759,C0003,P0006,Cosmetics,2025-11-20,1,5,탄력저하 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 순하게 잘 맞아서 두 번째 구매입니다. 발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요.,0
O0760,C0124,P0082,Cosmetics,2025-11-20,1,4,순하게 잘 맞아서 두 번째 구매입니다. 판테놀 들어간 제품 찾고 있었는데 딱이네요. 다음엔 다른 라인도 사보려고요.,0
O0761,C0229,P0489,Healthwear,2025-11-20,1,1,발볼이 좁아서 새끼발가락이 너무 아픕니다. 사이즈가 작게 나와서 결국 반품했어요. 다음엔 다른 제품 써보려고요.,0
O0762,C0044,P0145,Cosmetics,2025-11-21,2,2,테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요. 복합성 피부에는 좀 자극이 있었어요. 다음엔 다른 제품 써보려고요.,1
O0763,C0055,P0384,PC_Peripherals,2025-11-21,2,5,반응속도 빠르고 연결도 안정적이에요. 가벼워서 장시간 써도 부담 없습니다. 클릭음이 조용해서 사무실에서 쓰기 딱이에요.,1
O0764,C0082,P0115,Cosmetics,2025-11-21,5,5,배송 빠르고 포장도 꼼꼼해서 좋았어요. 지성 피부인데 자극 없이 잘 맞았어요.,0
O0765,C0126,P0481,Healthwear,2025-11-21,1,3,무난한데 이 가격이면 좀 비싼 느낌입니다. 착화감은 괜찮은데 발볼압박은 그대로예요. 테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요.,0
O0766,C0145,P0038,Cosmetics,2025-11-21,2,2,실망입니다,0
O0767,C0189,P0595,Healthwear,2025-11-21,1,1,쿠션이 두 달 만에 꺼졌네요. 아치통증 때문에 샀는데 오히려 더 심해졌습니다. 박스가 찌그러진 채로 도착해서 좀 당황했어요.,0
O0768,C0201,P0169,Cosmetics,2025-11-21,2,5,지성 피부인데 자극 없이 잘 맞았어요.,0
O0769,C0014,P0581,Healthwear,2025-11-22,1,5,배송 빠르고 포장도 꼼꼼해서 좋았어요. 디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 가족한테도 추천했어요.,0
O0770,C0117,P0584,Healthwear,2025-11-22,2,5,평발이라 신발 고르기 어려웠는데 이건 정말 편해요. 런닝화로 매일 신고 있는데 발이 안 피곤해요. 다 쓰면 또 살 것 같아요.,0
O0771,C0127,P0186,Cosmetics,2025-11-22,3,5,복합성 피부인데 자극 없이 잘 맞았어요.,0
O0772,C0206,P0169,Cosmetics,2025-11-22,1,5,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 기미 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 🙂,0
O0773,C0293,P0526,Healthwear,2025-11-22,2,3,착화감은 괜찮은데 착지충격은 그대로예요.,1
O0774,C0109,P0345,PC_Peripherals,2025-11-23,1,5,게이밍 마우스 중에 이 가격대에서 이 정도면 훌륭하죠.,0
O0775,C0168,P0038,Cosmetics,2025-11-23,3,3,무난하게 쓰기 좋은데 드라마틱한 변화는 없어요. 지성 피부라 걱정했는데 트러블은 안 났어요. 딱 그 정도입니다.,0
O0776,C0200,P0094,Cosmetics,2025-11-24,5,5,건성 피부인데 자극 없이 잘 맞았어요. 발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요. 재구매 의사 있습니다.,0
O0777,C0238,P0154,Cosmetics,2025-11-24,3,5,순하게 잘 맞아서 두 번째 구매입니다. 각질 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 세라마이드 들어간 제품 찾고 있었는데 딱이네요. ❤️,1
O0778,C0049,P0500,Healthwear,2025-11-27,2,4,가볍고 통기성 좋아서 여름에 신기 좋네요. 평발이라 신발 고르기 어려웠는데 이건 정말 편해요.,0
O0779,C0191,P0092,Cosmetics,2025-11-27,1,5,순하게 잘 맞아서 두 번째 구매입니다. 발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 라방에서 싸게 사서 더 만족스러워요. 😆,0
O0780,C0206,P0038,Cosmetics,2025-11-27,1,2,쓰고 나서 오히려 트러블이 올라왔습니다.,0
O0781,C0003,P0482,Healthwear,2025-11-28,1,5,발볼압박 걱정 덜었습니다. 진작 살 걸 그랬어요. 배송 진짜 빨라요. 쟁여두려고 하나 더 담았습니다.,0
O0782,C0020,P0345,PC_Peripherals,2025-11-28,1,2,배송이 생각보다 오래 걸렸네요. 가격 대비 마감이 너무 조악합니다.,0
O0783,C0049,P0498,Healthwear,2025-11-30,1,5,라방에서 싸게 사서 더 만족스러워요. 정사이즈로 딱 맞았어요. 다 쓰면 또 살 것 같아요.,0
O0784,C0298,P0353,PC_Peripherals,2025-11-30,1,3,성능은 괜찮은데 소프트웨어가 좀 불편하네요. 기능은 무난한데 특별할 건 없어요. 클릭소음은 좀 나아졌는데 마감이 아쉽습니다.,0
O0785,C0027,P0255,PC_Peripherals,2025-12-01,1,5,배송 빨라요 👍,0
O0786,C0145,P0472,Healthwear,2025-12-02,2,4,만족합니다,0
O0787,C0024,P0558,Healthwear,2025-12-04,1,2,발볼압박 때문에 샀는데 오히려 더 심해졌습니다. 사이즈가 작게 나와서 결국 반품했어요. 반품 고민 중입니다.,0
O0788,C0136,P0095,Cosmetics,2025-12-04,1,4,,0
O0789,C0232,P0250,PC_Peripherals,2025-12-04,1,5,좋아요,0
O0790,C0253,P0297,PC_Peripherals,2025-12-04,2,5,사무용 마우스 중에 이 가격대에서 이 정도면 훌륭하죠. 그립감 좋고 손목 피로가 확실히 덜합니다.,1
O0791,C0009,P0221,PC_Peripherals,2025-12-07,1,5,반응속도 빠르고 연결도 안정적이에요.,0
O0792,C0086,P0504,Healthwear,2025-12-07,1,5,가볍고 통기성 좋아서 여름에 신기 좋네요. 워킹화로 매일 신고 있는데 발이 안 피곤해요.,0
O0793,C0260,P0166,Cosmetics,2025-12-07,3,4,비타민C 들어간 제품 찾고 있었는데 딱이네요. 미백 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 다 쓰면 또 살 것 같아요.,0
O0794,C0198,P0322,PC_Peripherals,2025-12-08,1,1,배터리부족 문제가 전혀 해결이 안 됩니다. 두 달 만에 채터링 생겼어요.,1
O0795,C0211,P0503,Healthwear,2025-12-08,1,4,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 다 쓰면 또 살 것 같아요.,0
O0796,C0217,P0595,Healthwear,2025-12-08,1,5,만족합니다,0
O0797,C0099,P0515,Healthwear,2025-12-09,1,2,실망입니다,1
O0798,C0136,P0028,Cosmetics,2025-12-09,1,5,배송 빠르고 포장도 꼼꼼해서 좋았어요. 트러블 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 프로폴리스 들어간 제품 찾고 있었는데 딱이네요. 순하게 잘 맞아서 두 번째 구매입니다.,0
O0799,C0161,P0038,Cosmetics,2025-12-09,1,3,,0
O0800,C0037,P0230,PC_Peripherals,2025-12-10,1,4,클릭음이 조용해서 사무실에서 쓰기 딱이에요. 👍,1
O0801,C0271,P0599,Healthwear,2025-12-10,1,5,가볍고 통기성 좋아서 여름에 신기 좋네요. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 뒤꿈치까짐 걱정 덜었습니다. 진작 살 걸 그랬어요. 라방에서 싸게 사서 더 만족스러워요. 가족한테도 추천했어요. 🙂,0
O0802,C0066,P0403,Healthwear,2025-12-11,1,5,쿠션감 좋아서 오래 걸어도 무릎이 편합니다.,1
O0803,C0148,P0436,Healthwear,2025-12-11,2,4,런닝화로 매일 신고 있는데 발이 안 피곤해요. 칼발이라 신발 고르기 어려웠는데 이건 정말 편해요. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다.,0
O0804,C0251,P0245,PC_Peripherals,2025-12-11,1,3,가격 대비 딱 그만큼입니다.,0
O0805,C0145,P0482,Healthwear,2025-12-12,1,5,평발이라 신발 고르기 어려웠는데 이건 정말 편해요.,0
O0806,C0175,P0551,Healthwear,2025-12-12,1,5,추천합니다,0
O0807,C0236,P0364,PC_Peripherals,2025-12-12,1,4,2.4GHz 무선 체감이 확실하네요. 가벼워서 장시간 써도 부담 없습니다. 쟁여두려고 하나 더 담았습니다.,0
O0808,C0062,P0103,Cosmetics,2025-12-13,3,2,쓰고 나서 오히려 트러블이 올라왔습니다. 발림성이 뻑뻑하고 밀려서 못 쓰겠어요. 배송이 생각보다 오래 걸렸네요.,0
O0809,C0255,P0345,PC_Peripherals,2025-12-13,1,5,배송 빨라요 👍,0
O0810,C0281,P0202,PC_Peripherals,2025-12-13,1,5,게이밍 키보드 중에 이 가격대에서 이 정도면 훌륭하죠. 클릭음이 조용해서 사무실에서 쓰기 딱이에요. 다음엔 다른 라인도 사보려고요. 😊,0
O0811,C0162,P0221,PC_Peripherals,2025-12-14,2,4,반응속도 빠르고 연결도 안정적이에요. 키감 때문에 바꿨는데 아주 만족합니다. 유선 연결 체감이 확실하네요. 포장 상태 깔끔하게 잘 왔습니다. 다음엔 다른 라인도 사보려고요.,0
O0812,C0251,P0397,PC_Peripherals,2025-12-14,1,4,클릭음이 조용해서 사무실에서 쓰기 딱이에요. 반응속도 빠르고 연결도 안정적이에요. 쟁여두려고 하나 더 담았습니다. 🥰,0
O0813,C0274,P0499,Healthwear,2025-12-14,1,4,추천합니다,1
O0814,C0281,P0038,Cosmetics,2025-12-14,1,5,추천합니다,0
O0815,C0101,P0345,PC_Peripherals,2025-12-15,1,3,포장이 부실해서 아쉬웠습니다. 손 큰 편이라 사이즈가 살짝 작게 느껴져요.,1
O0816,C0223,P0166,Cosmetics,2025-12-15,2,4,미백 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요.,0
O0817,C0244,P0419,Healthwear,2025-12-16,1,4,잘 쓰고 있어요,0
O0818,C0109,P0549,Healthwear,2025-12-17,1,5,쿠션감 좋아서 오래 걸어도 무릎이 편합니다.,0
O0819,C0124,P0503,Healthwear,2025-12-17,1,1,사이즈가 작게 나와서 결국 반품했어요.,0
O0820,C0136,P0332,PC_Peripherals,2025-12-17,1,5,반응속도 빠르고 연결도 안정적이에요. 지연시간 때문에 바꿨는데 아주 만족합니다. 다 쓰면 또 살 것 같아요. 👍,0
O0821,C0187,P0319,PC_Peripherals,2025-12-17,1,4,반응속도 빠르고 연결도 안정적이에요. 무선충전 지원 체감이 확실하네요. 라방에서 싸게 사서 더 만족스러워요. 가족한테도 추천했어요.,0
O0822,C0041,P0541,Healthwear,2025-12-18,1,3,실물이 사진보다 좀 투박해요. 테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요. 반품 고민 중입니다.,1
O0823,C0081,P0345,PC_Peripherals,2025-12-18,2,4,지연시간 때문에 바꿨는데 아주 만족합니다. 가벼워서 장시간 써도 부담 없습니다. 🙂,0
O0824,C0226,P0034,Cosmetics,2025-12-18,1,5,가성비 좋네요,0
O0825,C0283,P0296,PC_Peripherals,2025-12-18,1,4,선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요. 그립감 좋고 손목 피로가 확실히 덜합니다. 배터리부족 때문에 바꿨는데 아주 만족합니다. 1600DPI 체감이 확실하네요.,0
O0826,C0080,P0271,PC_Peripherals,2025-12-19,1,4,그립감 좋고 손목 피로가 확실히 덜합니다. 가벼워서 장시간 써도 부담 없습니다. 클릭음이 조용해서 사무실에서 쓰기 딱이에요.,0
O0827,C0161,P0038,Cosmetics,2025-12-19,1,1,쓰고 나서 오히려 트러블이 올라왔습니다. 향이 너무 강해서 쓰기 힘들었습니다. 건성 피부에는 좀 자극이 있었어요. 테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요.,0
O0828,C0281,P0306,PC_Peripherals,2025-12-19,1,1,채터링 문제가 전혀 해결이 안 됩니다. 두 달 만에 채터링 생겼어요.,0
O0829,C0063,P0052,Cosmetics,2025-12-20,1,3,무난하게 쓰기 좋은데 드라마틱한 변화는 없어요. 테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요. 가격 생각하면 좀 아쉽네요.,0
O0830,C0107,P0414,Healthwear,2025-12-20,2,5,쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 일상화로 매일 신고 있는데 발이 안 피곤해요. 다 쓰면 또 살 것 같아요.,0
O0831,C0300,P0594,Healthwear,2025-12-20,1,4,가볍고 통기성 좋아서 여름에 신기 좋네요. 배송 진짜 빨라요.,0
O0832,C0206,P0038,Cosmetics,2025-12-22,1,5,끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 안티에이징 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 복합성 피부인데 자극 없이 잘 맞았어요. 쟁여두려고 하나 더 담았습니다. 👍🏻,0
O0833,C0252,P0566,Healthwear,2025-12-22,3,4,,0
O0834,C0059,P0433,Healthwear,2025-12-23,1,5,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 배송 진짜 빨라요. 🥰,1
O0835,C0020,P0403,Healthwear,2025-12-24,1,4,만족합니다,0
O0836,C0150,P0561,Healthwear,2025-12-24,2,5,잘 쓰고 있어요,1
O0837,C0216,P0345,PC_Peripherals,2025-12-24,1,4,잘 쓰고 있어요,0
O0838,C0231,P0411,Healthwear,2025-12-24,1,5,발볼압박 걱정 덜었습니다. 진작 살 걸 그랬어요. 워킹화로 매일 신고 있는데 발이 안 피곤해요. 다음엔 다른 라인도 사보려고요.,0
O0839,C0281,P0129,Cosmetics,2025-12-24,1,5,,0
O0840,C0219,P0519,Healthwear,2025-12-25,2,4,아치통증 걱정 덜었습니다. 진작 살 걸 그랬어요.,0
O0841,C0225,P0526,Healthwear,2025-12-25,1,5,정사이즈로 딱 맞았어요. 디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 쟁여두려고 하나 더 담았습니다.,0
O0842,C0223,P0178,Cosmetics,2025-12-26,1,5,끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 순하게 잘 맞아서 두 번째 구매입니다. 다 쓰면 또 살 것 같아요.,0
O0843,C0241,P0539,Healthwear,2025-12-26,1,5,발볼압박 걱정 덜었습니다. 진작 살 걸 그랬어요.,0
O0844,C0194,P0230,PC_Peripherals,2025-12-27,2,4,내구성 때문에 바꿨는데 아주 만족합니다. 가벼워서 장시간 써도 부담 없습니다. 클릭음이 조용해서 사무실에서 쓰기 딱이에요. 재구매 의사 있습니다.,1
O0845,C0040,P0230,PC_Peripherals,2025-12-28,2,1,돈 아까워요,0
O0846,C0056,P0216,PC_Peripherals,2025-12-28,1,4,배터리부족 때문에 바꿨는데 아주 만족합니다. 반응속도 빠르고 연결도 안정적이에요. 🥰,0
O0847,C0227,P0230,PC_Peripherals,2025-12-28,1,4,반응속도 빠르고 연결도 안정적이에요. 무선 3모드 체감이 확실하네요.,0
O0848,C0298,P0345,PC_Peripherals,2025-12-28,1,5,배송 빨라요 👍,0
O0849,C0021,P0469,Healthwear,2025-12-30,1,5,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 족저근막염 걱정 덜었습니다. 진작 살 걸 그랬어요. 쟁여두려고 하나 더 담았습니다.,0
O0850,C0223,P0150,Cosmetics,2025-12-30,2,3,보통이에요,0
O0851,C0283,P0397,PC_Peripherals,2025-12-30,1,3,무난합니다,0
O0852,C0040,P0467,Healthwear,2026-01-01,1,5,배송 빨라요 👍,0
O0853,C0009,P0230,PC_Peripherals,2026-01-02,1,4,만족합니다,1
O0854,C0082,P0345,PC_Peripherals,2026-01-02,2,5,게이밍 마우스 중에 이 가격대에서 이 정도면 훌륭하죠. 가족한테도 추천했어요.,0
O0855,C0154,P0293,PC_Peripherals,2026-01-02,1,5,잘 쓰고 있어요,0
O0856,C0001,P0019,Cosmetics,2026-01-03,1,5,끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 복합성 피부인데 자극 없이 잘 맞았어요. 라방에서 싸게 사서 더 만족스러워요. 쟁여두려고 하나 더 담았습니다.,1
O0857,C0091,P0303,PC_Peripherals,2026-01-03,1,5,만족합니다,0
O0858,C0117,P0027,Cosmetics,2026-01-03,1,5,끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 다음엔 다른 라인도 사보려고요. 😆,0
O0859,C0269,P0587,Healthwear,2026-01-03,1,4,정사이즈로 딱 맞았어요.,0
O0860,C0073,P0242,PC_Peripherals,2026-01-04,1,5,반응속도 빠르고 연결도 안정적이에요. 주문하고 다음날 바로 도착했네요.,0
O0861,C0104,P0129,Cosmetics,2026-01-04,1,4,복합성 피부인데 자극 없이 잘 맞았어요. 건조함 때문에 계속 고민이었는데 확실히 나아진 느낌입니다.,0
O0862,C0062,P0091,Cosmetics,2026-01-05,2,5,속당김 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 라방에서 싸게 사서 더 만족스러워요.,0
O0863,C0206,P0110,Cosmetics,2026-01-05,1,3,무난하게 쓰기 좋은데 드라마틱한 변화는 없어요. 복합성 피부라 걱정했는데 트러블은 안 났어요. 딱 그 정도입니다. 향은 호불호 갈릴 것 같아요.,0
O0864,C0277,P0261,PC_Peripherals,2026-01-05,1,5,주문하고 다음날 바로 도착했네요. 반응속도 빠르고 연결도 안정적이에요. 키감 때문에 바꿨는데 아주 만족합니다. 가벼워서 장시간 써도 부담 없습니다. 다 쓰면 또 살 것 같아요.,0
O0865,C0086,P0221,PC_Peripherals,2026-01-06,1,5,그립감 좋고 손목 피로가 확실히 덜합니다. ❤️,1
O0866,C0104,P0150,Cosmetics,2026-01-06,1,5,끈적임 없이 촉촉해서 여름에도 부담 없이 발라요.,0
O0867,C0191,P0300,PC_Peripherals,2026-01-06,2,5,굿굿,0
O0868,C0263,P0085,Cosmetics,2026-01-07,2,5,기미 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. ❤️,0
O0869,C0005,P0581,Healthwear,2026-01-08,1,4,런닝화로 매일 신고 있는데 발이 안 피곤해요. 칼발이라 신발 고르기 어려웠는데 이건 정말 편해요. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 주문하고 다음날 바로 도착했네요. 다 쓰면 또 살 것 같아요.,0
O0870,C0056,P0345,PC_Peripherals,2026-01-08,1,4,26000DPI 광학센서 체감이 확실하네요.,0
O0871,C0097,P0534,Healthwear,2026-01-08,1,4,,0
O0872,C0183,P0496,Healthwear,2026-01-08,1,4,가성비 좋네요,0
O0873,C0069,P0289,PC_Peripherals,2026-01-09,1,5,가성비 좋네요,0
O0874,C0121,P0472,Healthwear,2026-01-09,1,3,테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요. 사이즈가 살짝 크게 나온 것 같아요. 반 사이즈 작게 사세요. 며칠 신으니 괜찮아졌는데 처음엔 뻣뻣했어요.,0
O0875,C0265,P0015,Cosmetics,2026-01-09,1,5,가성비 좋네요,0
O0876,C0014,P0482,Healthwear,2026-01-10,1,1,쿠션이 두 달 만에 꺼졌네요. 사이즈가 작게 나와서 결국 반품했어요.,0
O0877,C0109,P0510,Healthwear,2026-01-10,1,4,정사이즈로 딱 맞았어요. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 🙂,0
O0878,C0155,P0476,Healthwear,2026-01-10,1,4,칼발이라 신발 고르기 어려웠는데 이건 정말 편해요. 😊,1
O0879,C0139,P0083,Cosmetics,2026-01-11,2,5,민감성 피부인데 자극 없이 잘 맞았어요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요.,0
O0880,C0206,P0430,Healthwear,2026-01-12,1,2,사이즈가 작게 나와서 결국 반품했어요. 미끄럼 때문에 샀는데 오히려 더 심해졌습니다.,0
O0881,C0053,P0038,Cosmetics,2026-01-13,1,4,안티에이징 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 다크서클 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 다 쓰면 또 살 것 같아요.,1
O0882,C0142,P0073,Cosmetics,2026-01-13,2,5,미백 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 민감성 피부인데 자극 없이 잘 맞았어요. 주문하고 다음날 바로 도착했네요. 다 쓰면 또 살 것 같아요.,0
O0883,C0011,P0402,Healthwear,2026-01-14,1,4,무난하게 좋습니다,0
O0884,C0094,P0095,Cosmetics,2026-01-14,2,4,가성비 좋네요,0
O0885,C0096,P0337,PC_Peripherals,2026-01-14,2,5,손땀 때문에 바꿨는데 아주 만족합니다.,0
O0886,C0141,P0546,Healthwear,2026-01-14,1,5,정사이즈로 딱 맞았어요. 쿠션감 좋아서 오래 걸어도 무릎이 편합니다. 재구매 의사 있습니다.,1
O0887,C0193,P0526,Healthwear,2026-01-14,1,5,가볍고 통기성 좋아서 여름에 신기 좋네요. 정사이즈로 딱 맞았어요.,0
O0888,C0237,P0094,Cosmetics,2026-01-14,1,3,테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요. 향은 호불호 갈릴 것 같아요. 다음엔 다른 제품 써보려고요.,1
O0889,C0263,P0105,Cosmetics,2026-01-14,2,4,배송 빠르고 포장도 꼼꼼해서 좋았어요. 시어버터 들어간 제품 찾고 있었는데 딱이네요. 속당김 때문에 계속 고민이었는데 확실히 나아진 느낌입니다. 😊,0
O0890,C0096,P0110,Cosmetics,2026-01-16,2,5,,0
O0891,C0049,P0551,Healthwear,2026-01-17,1,3,테이프가 다 떨어져서 왔는데 포장에 신경 좀 써주셨으면 해요. 며칠 신으니 괜찮아졌는데 처음엔 뻣뻣했어요.,1
O0892,C0095,P0230,PC_Peripherals,2026-01-17,1,5,무선 3모드 체감이 확실하네요.,1
O0893,C0249,P0345,PC_Peripherals,2026-01-18,1,5,가벼워서 장시간 써도 부담 없습니다. 게이밍 마우스 중에 이 가격대에서 이 정도면 훌륭하죠. 다 쓰면 또 살 것 같아요.,0
O0894,C0260,P0052,Cosmetics,2026-01-19,1,5,안티에이징 제품 여러 개 써봤는데 이게 제일 무난하고 좋네요. 다 쓰면 또 살 것 같아요. 🙂,0
O0895,C0032,P0387,PC_Peripherals,2026-01-20,1,5,가벼워서 장시간 써도 부담 없습니다. 클릭음이 조용해서 사무실에서 쓰기 딱이에요. 다 쓰면 또 살 것 같아요.,0
O0896,C0097,P0038,Cosmetics,2026-01-20,1,4,좋아요,0
O0897,C0107,P0497,Healthwear,2026-01-20,1,5,무난하게 좋습니다,0
O0898,C0168,P0316,PC_Peripherals,2026-01-20,1,5,배송 빠르고 포장도 꼼꼼해서 좋았어요. 26000DPI 광학센서 체감이 확실하네요.,0
O0899,C0218,P0397,PC_Peripherals,2026-01-20,2,5,추천합니다,0
O0900,C0233,P0230,PC_Peripherals,2026-01-20,1,4,무선 3모드 체감이 확실하네요.,1
O0901,C0241,P0038,Cosmetics,2026-01-20,1,4,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 끈적임 없이 촉촉해서 여름에도 부담 없이 발라요. 순하게 잘 맞아서 두 번째 구매입니다.,0
O0902,C0282,P0600,Healthwear,2026-01-20,1,5,칼발이라 신발 고르기 어려웠는데 이건 정말 편해요. 발목불안 걱정 덜었습니다. 진작 살 걸 그랬어요. 배송 진짜 빨라요.,0
O0903,C0011,P0169,Cosmetics,2026-01-21,2,5,발림성 좋고 흡수도 빨라서 아침에 쓰기 편해요. 다음엔 다른 라인도 사보려고요. 🥰,0
O0904,C0138,P0169,Cosmetics,2026-01-21,1,5,순하게 잘 맞아서 두 번째 구매입니다. 다 쓰면 또 살 것 같아요.,0
O0905,C0208,P0449,Healthwear,2026-01-21,1,5,평발이라 신발 고르기 어려웠는데 이건 정말 편해요. 라방에서 싸게 사서 더 만족스러워요. 다 쓰면 또 살 것 같아요.,0
O0906,C0063,P0476,Healthwear,2026-01-22,1,3,,0
O0907,C0116,P0403,Healthwear,2026-01-22,1,3,실물이 사진보다 좀 투박해요. 무난한데 이 가격이면 좀 비싼 느낌입니다.,0
O0908,C0241,P0027,Cosmetics,2026-01-23,1,5,추천합니다,0
O0909,C0028,P0127,Cosmetics,2026-01-24,1,3,무난합니다,0
O0910,C0134,P0397,PC_Peripherals,2026-01-24,1,5,클릭음이 조용해서 사무실에서 쓰기 딱이에요. 다 쓰면 또 살 것 같아요.,0
O0911,C0022,P0497,Healthwear,2026-01-25,1,5,디자인도 예쁘고 어디에 매치해도 잘 어울립니다. 칼발이라 신발 고르기 어려웠는데 이건 정말 편해요. 다음엔 다른 라인도 사보려고요. 😆,0
O0912,C0080,P0312,PC_Peripherals,2026-01-25,1,5,정숙 스크롤 체감이 확실하네요. 반응속도 빠르고 연결도 안정적이에요. 주문하고 다음날 바로 도착했네요.,1
O0913,C0144,P0406,Healthwear,2026-01-25,1,4,만족합니다,0
O0914,C0181,P0129,Cosmetics,2026-01-25,2,5,추천합니다,0
O0915,C0175,P0252,PC_Peripherals,2026-01-26,1,5,선물용으로도 괜찮을 만큼 포장이 잘 돼서 왔어요. 반응속도 빠르고 연결도 안정적이에요. 무선충전 지원 체감이 확실하네요. 🥰,0
