product_id,category,sub_category,brand,product_name,price,weight_g,size_range,target_foot_type,materials,concerns,tags,description
P0586,Healthwear,워킹화,포어풋,포어풋 웨이브9 워킹화,148900,299,220-275,발볼넓음,메쉬|EVA 미드솔,아치통증|미끄럼|발볼압박,데일리|논슬립|충격흡수|와이드라스트,데일리부터 장거리까지 커버하는 워킹화. 메쉬 조합으로 안정적인 착화감을 제공합니다.
P0587,Healthwear,농구화,데일리솔,데일리솔 코어1 농구화,161900,360,240-300,공용,합성피혁|TPU 힐카운터|헤링본 아웃솔|젤 쿠션,발목불안,데일리|방수|경량,모든 발에 맞춘 라스트를 적용한 농구화. 합성피혁이 발목불안 부담을 덜어줍니다.
P0588,Healthwear,일상화,데일리솔,데일리솔 웨이브4 일상화,52900,272,220-275,칼발,러버 아웃솔|스웨이드|인조가죽|천연가죽,장시간보행 피로|뒤꿈치까짐,장거리|아치서포트|방수|경량,러버 아웃솔 구조로 장시간보행 피로를 잡아주는 일상화입니다. 220-275mm 사이즈 운영.
P0589,Healthwear,워킹화,코트마스터,코트마스터 아치9 워킹화,68900,291,225-280,공용,메모리폼 인솔|메쉬|논슬립 아웃솔|EVA 미드솔,발볼압박|아치통증,쿠션강화|논슬립|발목보호,모든 발에 맞춘 라스트를 적용한 워킹화. 메모리폼 인솔이 발볼압박 부담을 덜어줍니다.
P0590,Healthwear,일상화,런웨이브,런웨이브 아치2 일상화,163900,358,240-300,발볼넓음,천연가죽|러버 아웃솔|캔버스,발땀|발볼압박,안정화|논슬립|와이드라스트,데일리부터 장거리까지 커버하는 일상화. 천연가죽 조합으로 안정적인 착화감을 제공합니다.
P0591,Healthwear,워킹화,그라운드핏,그라운드핏 스텝4 워킹화,134900,309,240-300,발볼넓음,고어텍스|니트 어퍼|메쉬,발볼압박|미끄럼|아치통증,장거리|논슬립|와이드라스트,발볼넓음 발에 맞춘 라스트를 적용한 워킹화. 고어텍스가 발볼압박 부담을 덜어줍니다.
P0592,Healthwear,워킹화,솔라인,솔라인 스텝6 워킹화,61900,327,235-295,공용,메모리폼 인솔|니트 어퍼,발볼압박,충격흡수|발목보호,메모리폼 인솔 구조로 발볼압박을 잡아주는 워킹화입니다. 235-295mm 사이즈 운영.
P0593,Healthwear,런닝화,런웨이브,런웨이브 코어2 런닝화,167900,219,235-295,칼발,러버 아웃솔|카본 플레이트|젤 쿠션|EVA 미드솔,무릎충격|발땀|뒤꿈치까짐,장거리|발목보호,"한 짝 219g의 런닝화, 러버 아웃솔 채용으로 무릎충격을 개선했습니다."
P0594,Healthwear,일상화,코트마스터,코트마스터 웨이브3 일상화,52900,378,225-280,공용,인조가죽|러버 아웃솔|스웨이드|메모리폼 인솔,발볼압박|뒤꿈치까짐|장시간보행 피로,안정화|쿠션강화,"한 짝 378g의 일상화, 인조가죽 채용으로 발볼압박을 개선했습니다."
P0595,Healthwear,워킹화,데일리솔,데일리솔 트랙4 워킹화,148900,262,220-275,공용,논슬립 아웃솔|메모리폼 인솔|고어텍스,장시간보행 피로|아치통증,쿠션강화|통기성|충격흡수|경량,데일리부터 장거리까지 커버하는 워킹화. 논슬립 아웃솔 조합으로 안정적인 착화감을 제공합니다.
P0596,Healthwear,일상화,솔라인,솔라인 코어7 일상화,145900,268,225-280,평발,인조가죽|캔버스|러버 아웃솔|천연가죽,뒤꿈치까짐|발땀,쿠션강화|방수|경량,뒤꿈치까짐 때문에 신발 고르기 어려웠다면 인조가죽 일상화를 추천합니다.
P0597,Healthwear,런닝화,솔라인,솔라인 웨이브8 런닝화,179900,255,220-275,발볼넓음,러버 아웃솔|엔지니어드 메쉬,발땀|아치통증|뒤꿈치까짐,통기성|방수|안정화|와이드라스트,"한 짝 255g의 런닝화, 러버 아웃솔 채용으로 발땀을 개선했습니다."
P0598,Healthwear,농구화,솔라인,솔라인 트랙8 농구화,215900,360,225-280,공용,젤 쿠션|미드컷 어퍼|헤링본 아웃솔,미끄럼|착지충격,충격흡수|쿠션강화|안정화|경량,미끄럼 때문에 신발 고르기 어려웠다면 젤 쿠션 농구화를 추천합니다.
P0599,Healthwear,일상화,스텝코어,스텝코어 스텝1 일상화,103900,265,225-280,공용,인조가죽|스웨이드|천연가죽,발볼압박|뒤꿈치까짐,안정화|충격흡수|발목보호|경량,발볼압박 때문에 신발 고르기 어려웠다면 인조가죽 일상화를 추천합니다.
P0600,Healthwear,농구화,제로드롭,제로드롭 코어4 농구화,255900,427,230-290,칼발,헤링본 아웃솔|TPU 힐카운터|에어 쿠션|미드컷 어퍼,무게|발목불안|미끄럼,논슬립|방수,무게 때문에 신발 고르기 어려웠다면 헤링본 아웃솔 농구화를 추천합니다.
