product_id,category,sub_category,brand,product_name,price,weight_g,target_user_type,key_specs,concerns,tags,description
P0376,PC_Peripherals,무선 이어폰,렉스기어,렉스기어 K3 Pro 무선 이어폰,190900,6,디자이너,블루투스 5.3|저지연 게임모드|멀티포인트,차음성|배터리부족,인체공학|프리미엄|RGB|무선,6g의 무선 이어폰으로 차음성 걱정 없이 사용할 수 있습니다. 저지연 게임모드 지원.
P0377,PC_Peripherals,게이밍 키보드,제트스위치,제트스위치 M4 Max 게이밍 키보드,173900,1033,사무직,무선 3모드|65% 배열,타건소음|내구성,저지연|가성비|무선,무선 3모드 방식의 게이밍 키보드. 65% 배열 탑재로 타건소음을 줄였습니다.
P0378,PC_Peripherals,게이밍 키보드,에이펙스IO,에이펙스IO K6 Lite 게이밍 키보드,87900,1223,공용,유선 연결|청축|풀배열,키감|채터링|내구성,가성비|인체공학|유선,청축을 적용한 게이밍 키보드. 키감 부담을 줄여 장시간 사용에 적합합니다.
P0379,PC_Peripherals,게이밍 마우스,코어웨이브,코어웨이브 P5 Max 게이밍 마우스,137900,76,FPS유저,유선 연결|26000DPI 광학센서|온보드 메모리,손땀|손목피로|지연시간,휴대성|저소음|저지연|유선,FPS유저 사용자를 겨냥한 게이밍 마우스. 26000DPI 광학센서 구성으로 손땀을 개선했습니다.
P0380,PC_Peripherals,사무용 마우스,펄스텍,펄스텍 P5 Max 사무용 마우스,13900,115,사무직,유선 연결|무소음 클릭|인체공학 그립|정숙 스크롤,배터리부족|손목피로|클릭소음,가성비|인체공학|핫스왑|유선,무소음 클릭을 적용한 사무용 마우스. 배터리부족 부담을 줄여 장시간 사용에 적합합니다.
P0381,PC_Peripherals,게이밍 키보드,쿼드리움,쿼드리움 M1 SE 게이밍 키보드,343900,797,사무직,무선 3모드|풀배열|65% 배열,내구성,저지연|핫스왑|저소음|무선|경량,797g의 게이밍 키보드로 내구성 걱정 없이 사용할 수 있습니다. 풀배열 지원.
P0382,PC_Peripherals,게이밍 키보드,제트스위치,제트스위치 P3 Pro 게이밍 키보드,161900,1052,FPS유저,유선 연결|RGB 백라이트|갈축,키감|채터링|손목피로,저소음|RGB|장시간배터리|유선,FPS유저 사용자를 겨냥한 게이밍 키보드. RGB 백라이트 구성으로 키감을 개선했습니다.
P0383,PC_Peripherals,게이밍 마우스,펄스텍,펄스텍 Z9 게이밍 마우스,59900,76,FPS유저,2.4GHz 무선|광학식 스위치|온보드 메모리,그립감|무게부담|지연시간,가성비|휴대성|프리미엄|무선,2.4GHz 무선 방식의 게이밍 마우스. 광학식 스위치 탑재로 그립감을 줄였습니다.
P0384,PC_Peripherals,게이밍 키보드,노바핏,노바핏 G8 Max 게이밍 키보드,246900,1167,공용,무선 3모드|청축|풀배열|RGB 백라이트,키감,장시간배터리|저지연|핫스왑|무선,1167g의 게이밍 키보드로 키감 걱정 없이 사용할 수 있습니다. 청축 지원.
P0385,PC_Peripherals,사무용 마우스,사일런트웍스,사일런트웍스 P7 SE 사무용 마우스,15900,115,사무직,유선 연결|USB-C 충전|AA 배터리 12개월|1600DPI,그립감|클릭소음|손목피로,장시간사용|가성비|유선,유선 연결 방식의 사무용 마우스. USB-C 충전 탑재로 그립감을 줄였습니다.
P0386,PC_Peripherals,게이밍 마우스,키크론랩,키크론랩 P5 Max 게이밍 마우스,77900,65,FPS유저,유선 연결|1000Hz 폴링레이트,그립감,RGB|인체공학|프리미엄|유선|경량,"1000Hz 폴링레이트 기반의 게이밍 마우스, 그립감에 민감한 사용자에게 추천합니다."
P0387,PC_Peripherals,게이밍 마우스,에이펙스IO,에이펙스IO P9 Pro 게이밍 마우스,151900,49,공용,유선 연결|26000DPI 광학센서,무게부담|손땀|지연시간,저지연|가성비|유선|경량,모든 사용자를 겨냥한 게이밍 마우스. 26000DPI 광학센서 구성으로 무게부담을 개선했습니다.
P0388,PC_Peripherals,게이밍 키보드,에이펙스IO,에이펙스IO P5 Pro 게이밍 키보드,234900,1013,FPS유저,유선 연결|65% 배열,손목피로,저소음|RGB|유선,"65% 배열 기반의 게이밍 키보드, 손목피로에 민감한 사용자에게 추천합니다."
P0389,PC_Peripherals,게이밍 키보드,쿼드리움,쿼드리움 K3 Pro 게이밍 키보드,187900,1245,FPS유저,무선 3모드|갈축|청축|텐키리스,타건소음,프리미엄|장시간배터리|무선,FPS유저 사용자를 겨냥한 게이밍 키보드. 갈축 구성으로 타건소음을 개선했습니다.
P0390,PC_Peripherals,무선 이어폰,키크론랩,키크론랩 M7 SE 무선 이어폰,120900,7,FPS유저,블루투스 5.3|저지연 게임모드|8시간 재생|주변음 허용모드,배터리부족,가성비|장시간배터리|핫스왑|무선,FPS유저 사용자를 겨냥한 무선 이어폰. 저지연 게임모드 구성으로 배터리부족을 개선했습니다.
P0391,PC_Peripherals,사무용 마우스,펄스텍,펄스텍 P3 Pro 사무용 마우스,66900,101,공용,2.4GHz 무선|1600DPI|정숙 스크롤,배터리부족|손목피로,장시간사용|저지연|무선,2.4GHz 무선 방식의 사무용 마우스. 1600DPI 탑재로 배터리부족을 줄였습니다.
P0392,PC_Peripherals,무선 이어폰,노바핏,노바핏 X3 Pro 무선 이어폰,127900,4,사무직,블루투스 5.3|8시간 재생|액티브 노이즈캔슬링,통화품질,핫스왑|장시간사용|RGB|무선|경량,"8시간 재생 기반의 무선 이어폰, 통화품질에 민감한 사용자에게 추천합니다."
P0393,PC_Peripherals,게이밍 키보드,펄스텍,펄스텍 P9 Pro 게이밍 키보드,108900,1073,디자이너,유선 연결|갈축|핫스왑 소켓,내구성,저소음|프리미엄|핫스왑|유선,1073g의 게이밍 키보드로 내구성 걱정 없이 사용할 수 있습니다. 갈축 지원.
P0394,PC_Peripherals,사무용 마우스,키크론랩,키크론랩 M4 Lite 사무용 마우스,77900,69,사무직,2.4GHz 무선|USB-C 충전|인체공학 그립|무소음 클릭,클릭소음|손목피로,저지연|RGB|프리미엄|무선|경량,69g의 사무용 마우스로 클릭소음 걱정 없이 사용할 수 있습니다. USB-C 충전 지원.
P0395,PC_Peripherals,사무용 마우스,렉스기어,렉스기어 Z4 Lite 사무용 마우스,16900,65,디자이너,유선 연결|1600DPI,클릭소음,프리미엄|장시간배터리|유선|경량,65g의 사무용 마우스로 클릭소음 걱정 없이 사용할 수 있습니다. 1600DPI 지원.
P0396,PC_Peripherals,게이밍 마우스,에이펙스IO,에이펙스IO K6 SE 게이밍 마우스,109900,83,FPS유저,2.4GHz 무선|26000DPI 광학센서,무게부담|손땀,핫스왑|인체공학|장시간배터리|무선,FPS유저 사용자를 겨냥한 게이밍 마우스. 26000DPI 광학센서 구성으로 무게부담을 개선했습니다.
P0397,PC_Peripherals,사무용 마우스,노바핏,노바핏 K7 Max 사무용 마우스,25900,104,사무직,유선 연결|인체공학 그립|무소음 클릭,클릭소음|손목피로|배터리부족,가성비|핫스왑|장시간사용|유선,사무직 사용자를 겨냥한 사무용 마우스. 인체공학 그립 구성으로 클릭소음을 개선했습니다.
P0398,PC_Peripherals,게이밍 키보드,제트스위치,제트스위치 M2 Max 게이밍 키보드,330900,695,FPS유저,유선 연결|흡음재 3중|텐키리스,키감|타건소음,휴대성|장시간사용|유선|경량,FPS유저 사용자를 겨냥한 게이밍 키보드. 흡음재 3중 구성으로 키감을 개선했습니다.
P0399,PC_Peripherals,게이밍 키보드,키크론랩,키크론랩 K8 Pro 게이밍 키보드,201900,1359,사무직,무선 3모드|65% 배열,키감|타건소음|손목피로,프리미엄|장시간사용|저소음|무선,"65% 배열 기반의 게이밍 키보드, 키감에 민감한 사용자에게 추천합니다."
P0400,PC_Peripherals,사무용 마우스,코어웨이브,코어웨이브 P9 SE 사무용 마우스,35900,119,사무직,유선 연결|AA 배터리 12개월,클릭소음|그립감|손목피로,저지연|RGB|유선,"AA 배터리 12개월 기반의 사무용 마우스, 클릭소음에 민감한 사용자에게 추천합니다."
